epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,5614.06,0.45968,0.3365,1.02179,0.85174,0.74397,0.83324,0.65403,0.91587,0.93015,1.63034,0.002014,0.002014,0.002014
123,5659.96,0.44706,0.32464,1.01379,0.8819,0.72236,0.82966,0.65285,0.91659,0.93491,1.62993,0.001948,0.001948,0.001948
124,5705.92,0.44675,0.32888,1.0106,0.87662,0.71627,0.82616,0.65062,0.91287,0.95116,1.62318,0.001882,0.001882,0.001882
125,5751.86,0.44423,0.31866,1.01302,0.86262,0.72455,0.82771,0.65271,0.90864,0.94052,1.61485,0.001816,0.001816,0.001816
126,5797.72,0.44452,0.32025,1.01277,0.88285,0.72006,0.83434,0.65689,0.90119,0.91986,1.60117,0.00175,0.00175,0.00175
127,5843.65,0.44291,0.32145,1.01106,0.87112,0.72967,0.83589,0.65828,0.90307,0.92513,1.59993,0.001684,0.001684,0.001684
128,5889.67,0.43724,0.31177,1.00985,0.85628,0.73167,0.83179,0.65556,0.90899,0.93817,1.61117,0.001618,0.001618,0.001618
129,5935.61,0.43546,0.31764,1.0042,0.85146,0.73257,0.83062,0.65425,0.91188,0.94417,1.61781,0.001552,0.001552,0.001552
130,5981.62,0.43465,0.30782,1.00379,0.85924,0.72865,0.83095,0.65347,0.92117,0.95731,1.6329,0.001486,0.001486,0.001486
131,6027.64,0.42414,0.30631,1.00177,0.81663,0.75678,0.8312,0.65469,0.92602,0.96763,1.64352,0.00142,0.00142,0.00142
132,6073.53,0.43483,0.31374,1.0074,0.86002,0.72566,0.83458,0.65689,0.92431,0.96409,1.64366,0.001354,0.001354,0.001354
133,6119.45,0.42288,0.30238,0.99808,0.86759,0.72158,0.83514,0.65781,0.92351,0.96561,1.64571,0.001288,0.001288,0.001288
134,6165.36,0.42414,0.30683,1.00331,0.83437,0.74693,0.83375,0.65727,0.92287,0.97344,1.64434,0.001222,0.001222,0.001222
135,6211.25,0.41591,0.30036,0.99734,0.84111,0.75018,0.83526,0.65609,0.92604,0.97136,1.65279,0.001156,0.001156,0.001156
136,6257.13,0.41971,0.29685,0.99513,0.86551,0.73184,0.83581,0.65909,0.92008,0.9644,1.64379,0.00109,0.00109,0.00109
137,6303.04,0.41566,0.29599,0.99788,0.8542,0.73853,0.83455,0.65897,0.92233,0.975,1.64877,0.001024,0.001024,0.001024
